                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     10,                 1.9819,                 2.9419,                 1.4949,                0.35094,                0.30783,                0.24342,                0.09541,                 2.2715,                 3.5247,                 1.7816,              0.0092575,              0.0092575,              0.0092575
                     11,                 2.0758,                 3.0023,                 1.5613,                0.48369,                0.44887,                0.40759,                0.19455,                 1.8538,                 3.0821,                 1.5121,               0.009175,               0.009175,               0.009175
                     12,                 1.9286,                 2.7658,                  1.459,                0.51083,                0.46492,                0.40047,                0.18333,                  1.914,                 2.9062,                  1.525,              0.0090925,              0.0090925,              0.0090925
                     13,                 2.0042,                 2.7601,                 1.4864,                0.67964,                0.29928,                0.28895,                0.13098,                 1.9581,                  3.508,                 1.6174,                0.00901,                0.00901,                0.00901
                     14,                 1.9838,                 2.6968,                 1.4914,                0.59928,                0.46176,                0.46615,                0.22179,                 1.8128,                  2.669,                 1.4898,              0.0089275,              0.0089275,              0.0089275
                     15,                 1.9108,                 2.6136,                 1.4715,                 0.5653,                0.51181,                0.44416,                0.21292,                 1.7884,                 2.8107,                 1.4785,               0.008845,               0.008845,               0.008845
                     16,                 1.9053,                 2.4777,                 1.4615,                0.63244,                0.40739,                0.40702,                0.19639,                 1.7935,                 2.7734,                 1.4817,              0.0087625,              0.0087625,              0.0087625
                     17,                 1.9524,                 2.4306,                  1.471,                0.58824,                0.42896,                 0.4708,                 0.2176,                 1.8703,                 2.4793,                 1.5206,                0.00868,                0.00868,                0.00868
                     18,                 1.8896,                 2.3479,                 1.4927,                0.61173,                0.50547,                0.51812,                0.24412,                 1.8125,                 2.3861,                 1.4936,              0.0085975,              0.0085975,              0.0085975
                     19,                 1.8611,                  2.288,                   1.45,                0.75738,                0.47126,                0.56705,                0.30243,                 1.6739,                 2.3708,                 1.3924,               0.008515,               0.008515,               0.008515
                     20,                 1.8267,                   2.23,                 1.4288,                0.69148,                0.51532,                0.60379,                0.30941,                 1.6466,                  2.194,                 1.4032,              0.0084325,              0.0084325,              0.0084325
                     21,                 1.8186,                 2.3433,                  1.432,                0.71519,                0.48204,                0.56805,                0.28099,                 1.7152,                 2.2347,                 1.4112,                0.00835,                0.00835,                0.00835
                     22,                 1.7673,                 2.1357,                  1.377,                0.57871,                 0.5676,                0.59639,                0.29772,                 1.6549,                   2.25,                 1.3633,              0.0082675,              0.0082675,              0.0082675
                     23,                 1.7952,                 2.1543,                  1.414,                0.69931,                0.55422,                0.63011,                 0.3273,                 1.6188,                 1.9927,                 1.3607,               0.008185,               0.008185,               0.008185
                     24,                 1.7788,                 2.0492,                 1.3975,                0.59948,                0.64643,                0.62207,                0.32599,                 1.6047,                 2.0715,                 1.3804,              0.0081025,              0.0081025,              0.0081025
                     25,                 1.8136,                 2.0833,                 1.4084,                 0.5827,                0.56587,                0.60863,                0.27557,                 1.8956,                 2.0591,                 1.5094,                0.00802,                0.00802,                0.00802
                     26,                 1.7372,                 1.9199,                 1.3692,                0.68926,                0.53365,                0.65197,                0.35365,                 1.6188,                 1.8921,                 1.3837,              0.0079375,              0.0079375,              0.0079375
                     27,                 1.7222,                 1.9602,                 1.3693,                0.60918,                0.64242,                0.67796,                 0.3651,                 1.5599,                 1.8546,                 1.3418,               0.007855,               0.007855,               0.007855
                     28,                 1.7507,                 1.9449,                 1.3844,                0.73348,                0.64212,                0.70173,                0.37613,                  1.645,                 1.8179,                 1.3608,              0.0077725,              0.0077725,              0.0077725
                     29,                  1.708,                 1.8754,                 1.3515,                0.71699,                0.65753,                0.72293,                 0.4084,                 1.4969,                   1.76,                 1.2969,                0.00769,                0.00769,                0.00769
                     30,                  1.696,                 1.8164,                 1.3548,                0.82764,                0.55848,                0.71892,                0.40305,                 1.5164,                 1.7211,                 1.3083,              0.0076075,              0.0076075,              0.0076075
                     31,                 1.6748,                 1.7557,                 1.3237,                0.63223,                0.65784,                0.68762,                0.37629,                 1.5695,                 1.7424,                 1.3443,               0.007525,               0.007525,               0.007525
                     32,                 1.6251,                 1.8061,                 1.3308,                 0.7425,                0.63307,                0.72856,                0.38704,                 1.5795,                 1.6917,                 1.3447,              0.0074425,              0.0074425,              0.0074425
                     33,                 1.6797,                  1.767,                 1.3281,                0.80195,                0.64613,                0.73555,                0.40135,                 1.5644,                 1.6334,                 1.3295,                0.00736,                0.00736,                0.00736
                     34,                 1.7488,                 1.7404,                 1.3602,                0.65666,                0.70319,                0.72865,                0.41294,                  1.541,                 1.6432,                 1.3066,              0.0072775,              0.0072775,              0.0072775
                     35,                 1.6251,                 1.7334,                 1.3165,                0.72775,                0.62872,                0.69219,                0.39081,                  1.555,                 1.6501,                 1.3146,               0.007195,               0.007195,               0.007195
                     36,                 1.6811,                 1.7087,                 1.3269,                0.69567,                0.66415,                0.71499,                0.39157,                 1.6186,                 1.6947,                 1.3385,              0.0071125,              0.0071125,              0.0071125
                     37,                 1.6957,                 1.6936,                 1.3399,                0.73326,                  0.714,                0.75226,                0.43451,                 1.5009,                 1.5627,                 1.2868,                0.00703,                0.00703,                0.00703
                     38,                 1.6434,                 1.7032,                 1.3265,                0.73854,                0.68541,                0.75346,                0.42451,                 1.5252,                 1.5291,                 1.3256,              0.0069475,              0.0069475,              0.0069475
                     39,                 1.6578,                 1.6886,                 1.3373,                0.70701,                0.64565,                0.69705,                0.37527,                 1.6054,                 1.7299,                  1.364,               0.006865,               0.006865,               0.006865
                     40,                 1.6613,                 1.6272,                 1.3484,                0.74193,                0.64487,                0.75017,                0.41292,                 1.5421,                 1.6111,                 1.3214,              0.0067825,              0.0067825,              0.0067825
                     41,                 1.6326,                 1.5977,                 1.3178,                0.74306,                0.72296,                  0.786,                0.43985,                 1.5087,                  1.504,                 1.3306,                 0.0067,                 0.0067,                 0.0067
                     42,                 1.6642,                 1.5758,                 1.3246,                0.79802,                0.68512,                0.79403,                0.47278,                 1.4417,                 1.4227,                 1.2686,              0.0066175,              0.0066175,              0.0066175
                     43,                 1.6385,                 1.5627,                 1.3028,                 0.8258,                0.71814,                0.80881,                0.47518,                 1.4382,                 1.4011,                 1.2589,               0.006535,               0.006535,               0.006535
                     44,                  1.608,                 1.5468,                 1.2974,                0.75493,                0.78659,                0.82037,                0.47374,                 1.4642,                 1.4138,                 1.2666,              0.0064525,              0.0064525,              0.0064525
                     45,                 1.6412,                 1.5225,                  1.304,                0.76425,                0.74335,                0.81779,                0.48108,                 1.4007,                 1.3663,                 1.2447,                0.00637,                0.00637,                0.00637
                     46,                 1.5582,                 1.4371,                 1.2933,                0.77761,                0.75299,                  0.815,                0.47227,                 1.4145,                 1.3525,                  1.241,              0.0062875,              0.0062875,              0.0062875
                     47,                 1.6028,                 1.5274,                 1.3034,                0.77519,                0.61039,                0.70517,                0.38246,                 1.6354,                 1.6099,                 1.3862,               0.006205,               0.006205,               0.006205
                     48,                 1.5995,                 1.4864,                 1.2969,                0.77675,                0.78648,                0.83031,                0.47323,                  1.434,                 1.3271,                 1.2587,              0.0061225,              0.0061225,              0.0061225
                     49,                 1.6098,                 1.4727,                 1.3007,                0.80662,                0.75228,                0.82363,                0.46977,                 1.4636,                 1.3466,                 1.2546,                0.00604,                0.00604,                0.00604
                     50,                 1.5321,                 1.4417,                 1.2555,                0.75823,                0.74458,                0.77966,                0.45215,                 1.4819,                 1.4932,                 1.2774,              0.0059575,              0.0059575,              0.0059575
                     51,                 1.5305,                 1.4353,                 1.2568,                 0.8031,                0.75387,                0.81501,                 0.4878,                  1.402,                 1.2839,                 1.2343,               0.005875,               0.005875,               0.005875
                     52,                 1.5231,                 1.4087,                 1.2381,                0.78691,                0.76435,                0.83008,                0.48286,                 1.3968,                 1.2882,                 1.2436,              0.0057925,              0.0057925,              0.0057925
                     53,                 1.5656,                 1.4268,                 1.2572,                0.80489,                0.77236,                0.83946,                 0.4709,                 1.4447,                 1.3021,                 1.2446,                0.00571,                0.00571,                0.00571
                     54,                  1.566,                   1.43,                 1.2608,                0.73694,                0.78462,                 0.8227,                0.48231,                 1.4026,                 1.3082,                 1.2385,              0.0056275,              0.0056275,              0.0056275
                     55,                 1.5489,                 1.4114,                 1.2618,                0.81563,                0.78598,                0.83997,                0.48614,                 1.4025,                 1.2532,                 1.2257,               0.005545,               0.005545,               0.005545
                     56,                 1.5077,                 1.3424,                 1.2727,                0.80558,                0.80372,                0.85304,                0.51065,                 1.3552,                 1.2115,                 1.2101,              0.0054625,              0.0054625,              0.0054625
                     57,                 1.5198,                 1.3813,                 1.2455,                0.82795,                0.75161,                0.85578,                0.51828,                 1.3439,                 1.2072,                 1.2129,                0.00538,                0.00538,                0.00538
                     58,                  1.502,                 1.3672,                  1.255,                0.86267,                0.79748,                 0.8802,                0.53794,                 1.3156,                 1.1687,                 1.1964,              0.0052975,              0.0052975,              0.0052975
                     59,                 1.5072,                 1.2989,                 1.2312,                0.90717,                0.75757,                0.87047,                0.52072,                 1.3462,                 1.1959,                 1.2049,               0.005215,               0.005215,               0.005215
                     60,                 1.5014,                 1.2871,                 1.2842,                0.89348,                0.79166,                0.87496,                0.52912,                 1.3588,                 1.2019,                 1.2295,              0.0051325,              0.0051325,              0.0051325
                     61,                 1.5109,                 1.3195,                 1.2629,                0.86736,                0.79005,                0.87258,                0.54024,                 1.3622,                 1.1804,                 1.2149,                0.00505,                0.00505,                0.00505
                     62,                 1.4572,                 1.2964,                 1.1999,                0.82792,                 0.8004,                0.87014,                0.53853,                 1.3365,                 1.1481,                 1.2041,              0.0049675,              0.0049675,              0.0049675
                     63,                 1.4878,                 1.2977,                 1.2364,                0.82872,                0.80541,                0.88065,                0.51671,                 1.3735,                 1.1578,                 1.2121,               0.004885,               0.004885,               0.004885
                     64,                 1.4692,                 1.2593,                 1.2212,                0.78879,                0.81104,                 0.8551,                0.51366,                 1.3418,                 1.1895,                 1.2107,              0.0048025,              0.0048025,              0.0048025
                     65,                 1.4711,                 1.3159,                 1.2323,                0.83485,                0.77183,                0.83198,                0.47363,                 1.4626,                 1.2619,                 1.2562,                0.00472,                0.00472,                0.00472
                     66,                 1.5045,                 1.2955,                 1.2207,                0.83356,                 0.8178,                 0.8647,                0.52564,                 1.3258,                  1.139,                 1.2061,              0.0046375,              0.0046375,              0.0046375
                     67,                 1.4451,                 1.2541,                 1.2086,                0.79063,                0.84069,                0.87285,                0.52076,                 1.3263,                 1.1233,                 1.1919,               0.004555,               0.004555,               0.004555
                     68,                 1.4504,                 1.2245,                 1.2018,                0.85093,                0.80637,                0.88236,                  0.555,                 1.2799,                 1.1011,                 1.1769,              0.0044725,              0.0044725,              0.0044725
                     69,                 1.4181,                 1.2278,                 1.1952,                0.82231,                0.79992,                0.87681,                0.55343,                 1.3175,                 1.1284,                 1.1858,                0.00439,                0.00439,                0.00439
                     70,                  1.411,                 1.2284,                 1.1924,                0.86023,                0.84134,                0.89399,                0.57554,                 1.2449,                 1.0682,                 1.1659,              0.0043075,              0.0043075,              0.0043075
                     71,                 1.4135,                 1.2504,                 1.1839,                0.88131,                0.84708,                0.89989,                0.56126,                 1.3155,                 1.0519,                 1.2046,               0.004225,               0.004225,               0.004225
                     72,                  1.442,                 1.2319,                 1.2179,                0.89349,                 0.8202,                0.89941,                0.55752,                 1.2971,                 1.0643,                 1.1871,              0.0041425,              0.0041425,              0.0041425
                     73,                 1.4463,                 1.2325,                 1.1945,                0.87482,                0.78129,                0.88612,                0.54868,                 1.3129,                 1.0936,                 1.1792,                0.00406,                0.00406,                0.00406
                     74,                 1.4135,                   1.21,                 1.2209,                0.89634,                0.82054,                0.90111,                 0.5569,                 1.2943,                 1.0513,                 1.1705,              0.0039775,              0.0039775,              0.0039775
                     75,                 1.3976,                 1.1763,                 1.1841,                0.86546,                0.83766,                0.90101,                0.56587,                 1.2959,                 1.0381,                 1.1642,               0.003895,               0.003895,               0.003895
                     76,                 1.4075,                 1.1832,                 1.1867,                0.88203,                0.83691,                0.90644,                0.56826,                 1.2494,                 1.0416,                 1.1546,              0.0038125,              0.0038125,              0.0038125
                     77,                 1.4512,                   1.21,                 1.2179,                 0.8932,                0.85247,                0.91162,                0.58108,                 1.2574,                 1.0285,                  1.145,                0.00373,                0.00373,                0.00373
                     78,                 1.3838,                 1.1472,                 1.1758,                0.82432,                0.80005,                 0.8709,                0.51792,                 1.3805,                 1.1467,                  1.187,              0.0036475,              0.0036475,              0.0036475
                     79,                 1.3659,                 1.1093,                 1.1613,                0.89128,                0.80283,                0.90082,                0.57098,                  1.249,                 1.0358,                 1.1514,               0.003565,               0.003565,               0.003565
                     80,                 1.3574,                 1.1169,                 1.1823,                 0.9273,                 0.8307,                0.91729,                0.58283,                 1.2544,                 1.0024,                 1.1463,              0.0034825,              0.0034825,              0.0034825
                     81,                 1.3571,                 1.0792,                 1.1664,                 0.9012,                0.80911,                0.90818,                0.59684,                 1.2158,                0.98705,                 1.1371,                 0.0034,                 0.0034,                 0.0034
                     82,                  1.355,                 1.1192,                 1.1551,                0.90144,                0.86258,                0.92145,                0.58837,                 1.2301,                0.98368,                 1.1375,              0.0033175,              0.0033175,              0.0033175
                     83,                 1.3546,                 1.1544,                 1.2016,                0.91175,                0.86627,                0.92105,                0.59249,                 1.2184,                0.96623,                 1.1455,               0.003235,               0.003235,               0.003235
                     84,                 1.3627,                 1.1425,                 1.1534,                 0.9098,                0.87381,                0.93252,                0.60735,                  1.181,                0.96418,                 1.1228,              0.0031525,              0.0031525,              0.0031525
                     85,                 1.3289,                 1.1018,                  1.145,                0.87849,                0.84032,                0.90944,                0.57704,                 1.2503,                 1.0157,                 1.1388,                0.00307,                0.00307,                0.00307
                     86,                 1.3489,                 1.0605,                 1.1418,                0.90736,                0.85107,                0.92133,                0.59004,                 1.2157,                0.95358,                 1.1336,              0.0029875,              0.0029875,              0.0029875
                     87,                 1.3687,                 1.1113,                 1.1767,                 0.9224,                0.85715,                0.92499,                0.59677,                 1.2025,                0.93701,                 1.1204,               0.002905,               0.002905,               0.002905
                     88,                 1.3138,                 1.0655,                  1.151,                0.92148,                 0.8695,                0.93616,                0.61611,                 1.1745,                0.93319,                 1.1073,              0.0028225,              0.0028225,              0.0028225
                     89,                 1.3187,                 1.0759,                 1.1503,                0.91772,                0.88107,                0.93666,                0.61803,                 1.1897,                0.90999,                 1.1144,                0.00274,                0.00274,                0.00274
                     90,                 1.3012,                 1.0391,                 1.1265,                0.93846,                0.84201,                0.94098,                0.61898,                 1.1755,                0.90396,                 1.1096,              0.0026575,              0.0026575,              0.0026575
                     91,                  1.322,                 1.0386,                 1.1391,                0.90243,                0.89518,                0.93251,                0.62512,                  1.156,                0.90509,                  1.093,               0.002575,               0.002575,               0.002575
                     92,                 1.2717,                 1.0346,                 1.1294,                0.91192,                0.89695,                0.94041,                0.63292,                 1.1337,                0.88864,                  1.094,              0.0024925,              0.0024925,              0.0024925
                     93,                 1.2925,                0.98934,                 1.1363,                0.91646,                0.90846,                0.94424,                0.64835,                 1.1281,                0.87762,                 1.0882,                0.00241,                0.00241,                0.00241
                     94,                 1.2853,                 1.0597,                 1.1352,                0.91846,                0.88332,                0.94165,                0.63719,                 1.1647,                0.89938,                 1.0934,              0.0023275,              0.0023275,              0.0023275
                     95,                 1.2439,                 1.0032,                 1.1449,                 0.9146,                0.88788,                0.94196,                0.63428,                 1.1383,                0.86072,                 1.0841,               0.002245,               0.002245,               0.002245
                     96,                 1.2726,                 0.9911,                 1.1042,                0.91628,                0.89419,                0.94096,                0.65151,                  1.116,                0.86243,                 1.0777,              0.0021625,              0.0021625,              0.0021625
                     97,                 1.2844,                 1.0181,                 1.1344,                0.90723,                0.89495,                0.94413,                0.64698,                 1.1194,                0.85976,                 1.0817,                0.00208,                0.00208,                0.00208
                     98,                 1.2867,                 1.0305,                 1.1353,                0.93198,                0.90927,                0.94834,                0.65272,                 1.1081,                0.83821,                 1.0764,              0.0019975,              0.0019975,              0.0019975
                     99,                 1.2448,                0.95537,                 1.1232,                0.92038,                0.90527,                0.94779,                0.65803,                 1.0863,                0.82789,                 1.0675,               0.001915,               0.001915,               0.001915
                    100,                 1.2223,                0.94037,                 1.0805,                0.90985,                0.89483,                0.94466,                0.65146,                 1.1183,                0.85748,                 1.0819,              0.0018325,              0.0018325,              0.0018325
                    101,                 1.2204,                0.94988,                 1.0836,                0.91581,                0.89289,                0.94634,                0.65733,                 1.0994,                0.84211,                 1.0723,                0.00175,                0.00175,                0.00175
                    102,                 1.2432,                  1.014,                 1.1341,                0.92529,                0.89405,                0.94829,                0.65696,                 1.1079,                0.84893,                 1.0727,              0.0016675,              0.0016675,              0.0016675
                    103,                 1.2312,                0.96115,                 1.1069,                0.93597,                0.90104,                0.95144,                0.65656,                 1.0918,                0.82741,                 1.0712,               0.001585,               0.001585,               0.001585
                    104,                 1.2665,                0.97587,                 1.1259,                0.93405,                0.90391,                0.95237,                0.66372,                 1.0898,                0.81832,                 1.0638,              0.0015025,              0.0015025,              0.0015025
                    105,                 1.2062,                0.96677,                  1.087,                0.92575,                0.91869,                0.95466,                0.67394,                 1.0695,                0.80552,                 1.0567,                0.00142,                0.00142,                0.00142
                    106,                 1.2163,                0.97803,                 1.1123,                0.92775,                0.91432,                0.95543,                0.67366,                 1.0648,                0.80569,                 1.0564,              0.0013375,              0.0013375,              0.0013375
                    107,                 1.2184,                 1.0054,                 1.1237,                0.94408,                 0.9135,                0.95353,                0.67172,                 1.0759,                0.80625,                 1.0602,               0.001255,               0.001255,               0.001255
                    108,                 1.2327,                0.96632,                 1.0953,                0.93946,                0.90581,                 0.9515,                0.67003,                 1.0754,                0.81539,                  1.057,              0.0011725,              0.0011725,              0.0011725
                    109,                 1.2349,                0.98408,                 1.1167,                0.94075,                0.89898,                0.95273,                0.67734,                 1.0728,                0.80761,                 1.0521,                0.00109,                0.00109,                0.00109
                    110,                 1.1946,                 0.9248,                 1.0933,                0.93926,                0.91641,                0.95441,                0.68066,                 1.0752,                0.80047,                 1.0585,              0.0010075,              0.0010075,              0.0010075
                    111,                 1.2003,                0.94568,                 1.0974,                0.94807,                0.91812,                0.95702,                 0.6827,                 1.0596,                0.77373,                 1.0517,               0.000925,               0.000925,               0.000925
                    112,                 1.1707,                0.90561,                  1.087,                0.93927,                0.91337,                0.95714,                0.68909,                 1.0397,                0.78195,                 1.0468,              0.0008425,              0.0008425,              0.0008425
                    113,                  1.203,                0.90527,                 1.0888,                0.92971,                0.91203,                0.95887,                0.68532,                 1.0477,                 0.7782,                 1.0501,                0.00076,                0.00076,                0.00076
                    114,                 1.1638,                0.86935,                 1.0813,                   0.95,                 0.9136,                 0.9591,                0.68846,                 1.0477,                0.77147,                 1.0459,              0.0006775,              0.0006775,              0.0006775
                    115,                 1.2201,                0.92574,                  1.092,                0.95137,                0.91273,                0.95783,                 0.6903,                 1.0436,                0.77408,                 1.0429,               0.000595,               0.000595,               0.000595
                    116,                 1.1706,                0.92628,                 1.0768,                0.96095,                 0.8982,                0.95926,                0.69621,                 1.0247,                0.76684,                 1.0359,              0.0005125,              0.0005125,              0.0005125
                    117,                 1.1502,                0.89865,                 1.0882,                0.97067,                0.90192,                0.96118,                0.69158,                 1.0233,                0.75991,                 1.0343,                0.00043,                0.00043,                0.00043
                    118,                 1.1728,                 0.9198,                 1.0733,                0.96727,                0.90078,                 0.9613,                 0.6959,                 1.0138,                0.75839,                 1.0327,              0.0003475,              0.0003475,              0.0003475
                    119,                   1.15,                0.92785,                  1.084,                0.96038,                0.91116,                0.96097,                0.70187,                 1.0015,                0.75334,                 1.0305,               0.000265,               0.000265,               0.000265
