                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     88,                0.72022,                0.83248,                0.99426,                0.78657,                0.99713,                0.93756,                0.83184,                0.54468,                 0.7228,                0.87697,              0.0028225,              0.0028225,              0.0028225
                     89,                0.74053,                0.88457,                 1.0206,                 0.8037,                0.99713,                0.95911,                0.84432,                0.53845,                0.70961,                0.87475,                0.00274,                0.00274,                0.00274
                     90,                0.68409,                0.84817,                 0.9936,                0.79954,                0.99713,                0.98488,                0.90597,                0.51508,                0.68105,                0.87087,              0.0026575,              0.0026575,              0.0026575
                     91,                0.69176,                0.86941,                 1.0031,                 0.7871,                0.99713,                0.97838,                0.89405,                0.51731,                0.69012,                0.87043,               0.002575,               0.002575,               0.002575
                     92,                0.67209,                0.80921,                0.98674,                0.78923,                0.99713,                0.97914,                0.88373,                0.50107,                0.67812,                0.86425,              0.0024925,              0.0024925,              0.0024925
                     93,                0.68628,                0.80707,                 1.0025,                0.79118,                0.99713,                0.96955,                0.87849,                0.49657,                0.68147,                0.86081,                0.00241,                0.00241,                0.00241
                     94,                0.67056,                0.87884,                 1.0032,                0.83977,                      1,                0.97782,                0.85695,                0.49051,                0.67635,                0.86004,              0.0023275,              0.0023275,              0.0023275
                     95,                0.71636,                0.78667,                 0.9974,                0.82264,                      1,                0.98584,                0.86688,                0.47992,                0.67689,                0.85706,               0.002245,               0.002245,               0.002245
                     96,                0.70972,                0.85695,                 1.0234,                0.82892,                      1,                0.99375,                0.86733,                0.47999,                0.68639,                0.85637,              0.0021625,              0.0021625,              0.0021625
                     97,                0.69088,                0.80724,                 1.0293,                0.81775,                      1,                0.99347,                0.88968,                0.48551,                0.69751,                 0.8574,                0.00208,                0.00208,                0.00208
                     98,                0.66237,                0.76826,                0.99619,                0.78217,                      1,                0.98428,                0.87168,                0.49779,                0.72692,                0.85904,              0.0019975,              0.0019975,              0.0019975
                     99,                0.67153,                0.81564,                  1.033,                0.79381,                      1,                0.97368,                0.86474,                0.49607,                0.72911,                0.85861,               0.001915,               0.001915,               0.001915
                    100,                0.70009,                0.81926,                  1.007,                0.77879,                 0.9974,                0.96005,                0.84859,                0.50537,                0.75751,                0.86334,              0.0018325,              0.0018325,              0.0018325
                    101,                0.72929,                0.83691,                 1.0091,                0.81998,                 0.9974,                0.95994,                0.85289,                0.49677,                0.72629,                0.86186,                0.00175,                0.00175,                0.00175
                    102,                0.73389,                0.86349,                 1.0359,                0.84172,                      1,                0.95357,                0.85571,                0.48905,                0.69324,                0.85862,              0.0016675,              0.0016675,              0.0016675
                    103,                0.68914,                 0.8568,                  1.018,                0.86071,                      1,                0.95842,                0.85177,                  0.489,                0.68091,                0.85799,               0.001585,               0.001585,               0.001585
                    104,                0.67991,                0.77225,                 0.9691,                0.89426,                      1,                0.97582,                 0.8682,                0.48417,                0.65528,                0.85637,              0.0015025,              0.0015025,              0.0015025
                    105,                0.62974,                 0.7368,                0.95443,                0.86774,                      1,                0.97608,                0.87091,                0.47975,                0.65567,                0.85462,                0.00142,                0.00142,                0.00142
                    106,                0.70689,                0.76408,                 1.0212,                0.89895,                      1,                0.98498,                0.88153,                 0.4796,                0.64456,                0.85255,              0.0013375,              0.0013375,              0.0013375
                    107,                0.74421,                0.85619,                 1.0303,                0.88495,                      1,                0.98494,                0.87671,                0.47977,                0.65386,                0.85355,               0.001255,               0.001255,               0.001255
                    108,                0.63952,                0.72891,                0.97221,                0.89982,                      1,                0.99295,                 0.8808,                0.47896,                 0.6485,                0.85296,              0.0011725,              0.0011725,              0.0011725
                    109,                0.65625,                0.83826,                0.98084,                 0.9029,                      1,                0.99315,                0.88388,                0.47362,                0.64764,                0.85191,                0.00109,                0.00109,                0.00109
                    110,                0.66935,                0.77962,                 1.0091,                0.89981,                      1,                0.99316,                0.88649,                0.46947,                0.64168,                0.85047,              0.0010075,              0.0010075,              0.0010075
                    111,                0.62952,                0.70868,                0.96916,                0.85794,                      1,                0.99297,                0.88611,                0.46967,                 0.6435,                0.85026,               0.000925,               0.000925,               0.000925
                    112,                0.66304,                0.76445,                0.97161,                0.85745,                      1,                0.99324,                 0.8951,                0.46185,                 0.6361,                0.84731,              0.0008425,              0.0008425,              0.0008425
                    113,                0.63056,                0.76328,                 0.9729,                0.88756,                      1,                0.99333,                0.89555,                0.45407,                0.62715,                0.84497,                0.00076,                0.00076,                0.00076
                    114,                0.62625,                0.74745,                0.97793,                0.89711,                      1,                0.99395,                0.88737,                 0.4474,                0.62279,                0.84215,              0.0006775,              0.0006775,              0.0006775
                    115,                0.59949,                0.68615,                0.95508,                0.89812,                      1,                0.99404,                0.91682,                0.44868,                0.61989,                0.84245,               0.000595,               0.000595,               0.000595
                    116,                0.61665,                0.74857,                0.96669,                0.90493,                      1,                0.99426,                0.89843,                0.44535,                0.61275,                0.84157,              0.0005125,              0.0005125,              0.0005125
                    117,                0.59865,                0.78062,                 0.9648,                0.90468,                      1,                0.99426,                0.89515,                0.44144,                0.61239,                0.84055,                0.00043,                0.00043,                0.00043
                    118,                0.65035,                0.80276,                0.99242,                0.90568,                      1,                0.99452,                0.90022,                0.43679,                0.60471,                0.83887,              0.0003475,              0.0003475,              0.0003475
                    119,                0.66599,                0.81662,                0.99457,                0.90807,                      1,                0.99455,                0.90055,                0.43537,                0.60204,                0.83827,               0.000265,               0.000265,               0.000265
