                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     98,                 1.3089,                0.83845,                 1.0641,                0.93863,                0.93642,                0.97711,                0.65544,                 1.1533,                0.73477,                 1.0246,              0.0019975,              0.0019975,              0.0019975
                     99,                 1.2702,                0.84819,                 1.0643,                0.94775,                0.93592,                0.97868,                0.66779,                  1.159,                0.72426,                 1.0272,               0.001915,               0.001915,               0.001915
                    100,                 1.2112,                0.79221,                 1.0324,                0.94993,                0.94488,                0.97626,                0.65295,                 1.1702,                0.72633,                 1.0258,              0.0018325,              0.0018325,              0.0018325
                    101,                 1.2735,                0.82699,                 1.0414,                0.94631,                0.94053,                0.97726,                0.65463,                 1.1641,                0.72424,                 1.0235,                0.00175,                0.00175,                0.00175
                    102,                 1.2348,                0.78664,                   1.04,                0.96489,                0.94405,                0.98278,                0.66408,                  1.148,                0.70426,                 1.0204,              0.0016675,              0.0016675,              0.0016675
                    103,                 1.2539,                0.80423,                 1.0568,                0.95476,                0.95329,                0.98267,                0.66119,                 1.1455,                 0.7012,                 1.0228,               0.001585,               0.001585,               0.001585
                    104,                 1.2714,                0.81572,                 1.0456,                0.94077,                0.95605,                0.98169,                0.65637,                 1.1637,                0.70359,                 1.0241,              0.0015025,              0.0015025,              0.0015025
                    105,                 1.2256,                0.78796,                 1.0398,                0.95045,                0.95257,                0.98468,                0.67726,                  1.121,                0.68271,                 1.0097,                0.00142,                0.00142,                0.00142
                    106,                 1.2717,                0.80211,                 1.0519,                0.95106,                0.95579,                0.98309,                0.67401,                  1.136,                0.68491,                 1.0125,              0.0013375,              0.0013375,              0.0013375
                    107,                 1.2361,                0.79602,                 1.0442,                0.95023,                0.95249,                0.98314,                0.68342,                   1.11,                0.68523,                 1.0101,               0.001255,               0.001255,               0.001255
                    108,                 1.2191,                0.79592,                 1.0385,                0.94868,                0.95557,                0.98373,                 0.6705,                 1.1138,                0.67936,                 1.0088,              0.0011725,              0.0011725,              0.0011725
                    109,                 1.2663,                0.82529,                  1.051,                0.94946,                0.94885,                0.98323,                0.67255,                 1.1146,                0.67983,                  1.007,                0.00109,                0.00109,                0.00109
                    110,                 1.2053,                0.76968,                 1.0377,                0.94271,                0.95724,                0.98224,                0.66952,                 1.1263,                0.67994,                 1.0026,              0.0010075,              0.0010075,              0.0010075
                    111,                  1.247,                0.78285,                 1.0162,                0.94915,                0.94598,                0.98305,                0.68058,                 1.1133,                 0.6894,                 1.0002,               0.000925,               0.000925,               0.000925
                    112,                 1.1846,                0.77526,                  1.031,                0.93997,                0.95281,                0.98296,                0.68577,                 1.1015,                0.68683,                0.99375,              0.0008425,              0.0008425,              0.0008425
                    113,                 1.1889,                 0.7467,                 1.0053,                0.93727,                0.95702,                0.98202,                0.69228,                 1.1085,                0.68641,                0.99381,                0.00076,                0.00076,                0.00076
                    114,                  1.221,                0.76517,                 1.0293,                0.93942,                0.95492,                0.98166,                0.69964,                 1.0786,                0.66587,                0.98665,              0.0006775,              0.0006775,              0.0006775
                    115,                 1.2446,                0.78066,                 1.0344,                0.94739,                0.94482,                0.98061,                 0.6964,                 1.0734,                0.66449,                0.98646,               0.000595,               0.000595,               0.000595
                    116,                 1.2286,                0.77373,                 1.0266,                0.93517,                0.95734,                0.98073,                0.70273,                 1.0586,                0.65527,                0.98355,              0.0005125,              0.0005125,              0.0005125
                    117,                 1.1559,                0.74374,                 0.9979,                0.94313,                 0.9564,                0.98246,                 0.6959,                 1.0811,                0.65651,                0.99053,                0.00043,                0.00043,                0.00043
                    118,                 1.1904,                0.75729,                 1.0343,                0.94984,                0.95192,                0.98236,                0.68864,                  1.103,                 0.6674,                0.99754,              0.0003475,              0.0003475,              0.0003475
                    119,                 1.1375,                0.72609,                0.99937,                0.94718,                0.95854,                0.98446,                 0.6923,                 1.0841,                0.65721,                0.99185,               0.000265,               0.000265,               0.000265
